order_id,customer_id,product_category,region,order_date,revenue,cost,discount
O108493,C11879,Sports,EU,2024-05-07,99.38,83.91,0.2447
O108139,C10398,Home & Kitchen,APAC,2024-05-07,315.28,262.74,0.1523
O100500,C10250,Electronics,APAC,2024-05-07,537.17,472.34,0.1503
O107741,C10815,Electronics,NA,2024-05-07,233.81,228.87,0.1257
O104957,C10821,Electronics,LATAM,2024-05-07,445.24,426.36,0.1714
O108897,C11220,Fashion,NA,2024-05-07,120.88,89.43,0.2437
O106742,C11161,Electronics,EU,2024-05-07,453.05,465.35,0.2253
O107616,C11357,Toys,NA,2024-05-07,58.34,44.55,0.0878
O105791,C10194,Fashion,EU,2024-05-07,92.04,113.98,0.39
O110373,C10049,Toys,EU,2024-05-07,42.83,33.98,0.2033
O109115,C11593,Sports,LATAM,2024-05-07,54.56,43.28,0.1404
O111987,C11997,Fashion,LATAM,2024-05-07,131.94,116.19,0.2152
O105670,C10777,Fashion,NA,2024-05-07,202.39,145.79,0.1732
O111850,C11049,Fashion,EU,2024-05-07,107.37,123.81,0.404
O105411,C11030,Fashion,EU,2024-05-07,114.71,100.23,0.3254
O100246,C11666,Electronics,APAC,2024-05-08,344.77,317.65,0.1547
O109408,C10568,Toys,EU,2024-05-08,135.77,103.6,0.1519
O100188,C10525,Sports,NA,2024-05-08,109.82,95.44,0.1749
O101921,C11180,Home & Kitchen,EU,2024-05-08,89.7,72.78,0.1114
O109559,C11442,Home & Kitchen,LATAM,2024-05-08,187.22,197.97,0.1601
O105796,C11910,Sports,NA,2024-05-08,158.11,116.79,0.1808
O110605,C11597,Home & Kitchen,NA,2024-05-08,271.96,191.52,0.1303
O105897,C12106,Sports,NA,2024-05-08,110.39,87.33,0.1507
O111565,C11022,Home & Kitchen,NA,2024-05-08,173.0,160.32,0.2228
O111675,C11127,Toys,NA,2024-05-08,95.94,52.87,0.0411
O105577,C12056,Home & Kitchen,EU,2024-05-08,130.0,118.8,0.1851
O107014,C10944,Home & Kitchen,LATAM,2024-05-08,17.92,23.36,0.2832
O111800,C10453,Sports,APAC,2024-05-08,165.64,127.01,0.1498
O109623,C11498,Fashion,LATAM,2024-05-08,160.96,141.31,0.2745
O104854,C10122,Home & Kitchen,EU,2024-05-08,298.05,284.36,0.2287
O107452,C11881,Electronics,NA,2024-05-08,482.35,407.67,0.0707
O105691,C11293,Electronics,NA,2024-05-08,493.64,414.36,0.0959
O102938,C11985,Fashion,EU,2024-05-09,51.76,51.09,0.3387
O106865,C12166,Electronics,APAC,2024-05-09,391.44,355.55,0.1451
O106866,C10985,Electronics,EU,2024-05-09,249.74,278.94,0.271
O105230,C10297,Home & Kitchen,LATAM,2024-05-09,160.45,201.86,0.3055
O105594,C11870,Home & Kitchen,APAC,2024-05-09,192.55,127.41,0.0801
O108458,C10901,Electronics,EU,2024-05-09,125.78,148.52,0.2854
O100483,C11752,Beauty,APAC,2024-05-09,43.3,24.09,0.2045
O104478,C11912,Fashion,APAC,2024-05-09,87.1,62.97,0.2218
O106555,C11173,Beauty,LATAM,2024-05-09,79.31,64.31,0.1778
O107589,C11237,Fashion,NA,2024-05-09,110.17,91.42,0.2476
O108038,C10713,Beauty,EU,2024-05-09,72.88,41.61,0.1578
O103580,C11939,Electronics,APAC,2024-05-09,629.96,589.79,0.1528
O102567,C11392,Electronics,APAC,2024-05-09,410.82,389.31,0.1716
O101165,C10230,Home & Kitchen,EU,2024-05-09,134.63,111.01,0.1326
O108621,C11144,Fashion,NA,2024-05-09,144.53,130.55,0.2703
O111901,C10763,Sports,EU,2024-05-09,157.86,104.94,0.1063
O102338,C10095,Sports,NA,2024-05-10,106.82,98.41,0.1942
O104028,C11518,Electronics,APAC,2024-05-10,302.53,264.04,0.144
O107583,C10714,Home & Kitchen,NA,2024-05-10,362.76,303.79,0.1518
O108411,C11652,Sports,APAC,2024-05-10,54.74,52.02,0.1665
O106901,C11522,Toys,APAC,2024-05-10,113.9,84.9,0.1779
O106868,C11644,Home & Kitchen,NA,2024-05-10,170.32,136.26,0.1257
O106542,C10687,Beauty,EU,2024-05-10,127.25,78.77,0.0875
O105674,C11087,Home & Kitchen,NA,2024-05-10,310.54,262.26,0.1673
O109487,C10629,Beauty,APAC,2024-05-10,66.12,46.47,0.1044
O105650,C12043,Electronics,EU,2024-05-10,487.63,545.78,0.2646
O111930,C10492,Sports,APAC,2024-05-10,267.29,231.24,0.1747
O101023,C11852,Electronics,NA,2024-05-10,264.84,260.81,0.2038
O110385,C10269,Beauty,APAC,2024-05-10,99.39,65.71,0.1074
O108942,C12030,Electronics,APAC,2024-05-10,301.93,298.31,0.2313
O111947,C12189,Beauty,NA,2024-05-10,34.25,29.45,0.1563
O107921,C10694,Electronics,NA,2024-05-11,244.85,209.04,0.0968
O107185,C11773,Electronics,EU,2024-05-11,410.62,432.48,0.2166
O101712,C11935,Sports,EU,2024-05-11,154.43,114.08,0.215
O109318,C10991,Fashion,APAC,2024-05-11,139.68,90.06,0.1606
O109895,C11722,Electronics,APAC,2024-05-11,238.79,211.09,0.1867
O106668,C10991,Beauty,EU,2024-05-11,62.94,42.45,0.1504
O108369,C12021,Beauty,NA,2024-05-11,46.47,36.56,0.1138
O108601,C11037,Fashion,NA,2024-05-11,152.99,113.41,0.2263
O104830,C10766,Fashion,EU,2024-05-11,88.3,83.95,0.288
O102070,C10416,Electronics,EU,2024-05-11,331.32,395.25,0.311
O104197,C10272,Beauty,LATAM,2024-05-11,50.59,30.69,0.1683
O105973,C10133,Beauty,EU,2024-05-11,78.58,62.48,0.1197
O109966,C11759,Electronics,EU,2024-05-11,328.26,414.79,0.3079
O106116,C11856,Fashion,APAC,2024-05-11,106.99,78.67,0.2864
O105544,C10481,Electronics,NA,2024-05-11,366.53,336.89,0.1698
O107460,C11197,Sports,LATAM,2024-05-11,183.33,146.38,0.0852
O105235,C11893,Electronics,APAC,2024-05-11,363.15,394.45,0.2684
O102932,C10356,Electronics,EU,2024-05-11,350.5,371.37,0.2659
O101232,C12134,Electronics,NA,2024-05-12,505.92,507.41,0.1999
O109390,C10841,Home & Kitchen,EU,2024-05-12,43.37,30.6,0.2085
O111633,C10660,Home & Kitchen,EU,2024-05-12,109.77,75.16,0.0581
O101226,C10235,Beauty,NA,2024-05-12,57.25,40.95,0.1342
O109830,C10142,Toys,EU,2024-05-12,56.16,46.57,0.2442
O107267,C10914,Home & Kitchen,APAC,2024-05-12,222.71,170.22,0.0218
O111269,C10249,Home & Kitchen,EU,2024-05-12,326.17,288.29,0.1654
O107178,C10854,Home & Kitchen,APAC,2024-05-12,268.78,215.52,0.1635
O111732,C10814,Electronics,APAC,2024-05-12,238.66,209.87,0.1515
O107546,C11455,Toys,NA,2024-05-12,89.22,55.96,0.0811
O110661,C11684,Electronics,EU,2024-05-12,304.42,294.37,0.2336
O105271,C10942,Toys,NA,2024-05-12,52.41,42.37,0.0568
O109215,C10479,Home & Kitchen,LATAM,2024-05-12,165.26,162.42,0.1573
O103409,C11042,Beauty,NA,2024-05-12,88.46,45.52,0.0996
O102175,C11677,Fashion,EU,2024-05-12,21.2,15.04,0.2705
O110243,C10675,Beauty,NA,2024-05-12,56.64,35.93,0.0506
O108982,C11908,Sports,APAC,2024-05-12,181.11,136.45,0.1242
O107633,C10941,Electronics,EU,2024-05-12,392.69,409.38,0.2068
O111362,C11152,Home & Kitchen,EU,2024-05-12,189.18,151.41,0.0926
O108001,C11575,Fashion,NA,2024-05-12,77.81,69.15,0.239
O111437,C10216,Beauty,EU,2024-05-12,34.27,18.1,0.1683
O111734,C11031,Beauty,NA,2024-05-12,136.97,98.67,0.0421
O100277,C11722,Toys,LATAM,2024-05-13,37.02,43.23,0.0953
O100147,C10514,Electronics,EU,2024-05-13,185.43,225.94,0.3231
O103232,C11488,Toys,NA,2024-05-13,126.02,83.38,0.0769
O109979,C10226,Electronics,EU,2024-05-13,481.93,513.06,0.2041
O110804,C11374,Home & Kitchen,NA,2024-05-13,47.1,33.79,0.0495
O110596,C10697,Toys,NA,2024-05-13,100.65,64.12,0.1535
O105340,C10663,Home & Kitchen,NA,2024-05-13,236.29,204.88,0.0997
O103788,C12147,Toys,APAC,2024-05-13,75.82,63.18,0.1565
O110234,C11788,Fashion,NA,2024-05-13,79.34,51.98,0.1272
O105074,C10315,Fashion,APAC,2024-05-13,144.79,126.12,0.2737
O109624,C11902,Electronics,APAC,2024-05-13,380.02,336.09,0.2011
O106566,C10225,Electronics,NA,2024-05-13,511.96,443.74,0.1357
O107194,C11633,Sports,NA,2024-05-13,132.73,105.91,0.061
O110300,C10110,Toys,NA,2024-05-13,43.4,36.57,0.163
O109573,C10701,Electronics,EU,2024-05-13,238.74,275.17,0.2952
O109524,C11058,Fashion,NA,2024-05-14,103.6,87.7,0.2333
O103729,C11405,Home & Kitchen,EU,2024-05-14,206.14,184.31,0.161
O107447,C10948,Beauty,NA,2024-05-14,54.11,49.23,0.1073
O104340,C10114,Home & Kitchen,EU,2024-05-14,259.86,221.97,0.1578
O105704,C10686,Beauty,EU,2024-05-14,115.95,67.13,0.1768
O100502,C12117,Beauty,APAC,2024-05-14,66.83,39.86,0.0499
O110448,C10942,Toys,APAC,2024-05-14,112.3,84.39,0.087
O107670,C10173,Toys,NA,2024-05-14,125.87,89.3,0.0933
O108563,C10781,Fashion,NA,2024-05-14,48.8,47.43,0.3134
O100651,C11435,Home & Kitchen,EU,2024-05-14,91.42,83.18,0.1689
O102726,C10300,Home & Kitchen,APAC,2024-05-14,141.32,123.25,0.1656
O110295,C11063,Electronics,NA,2024-05-14,528.62,523.42,0.204
O100994,C11165,Home & Kitchen,EU,2024-05-14,89.63,73.07,0.169
O100532,C10342,Home & Kitchen,EU,2024-05-14,105.51,85.96,0.1257
O110517,C10938,Electronics,APAC,2024-05-15,406.03,404.35,0.2089
O103847,C10791,Beauty,NA,2024-05-15,89.14,58.42,0.0859
O107368,C10199,Sports,APAC,2024-05-15,151.02,124.84,0.1818
O103974,C10209,Electronics,LATAM,2024-05-15,305.86,340.2,0.2396
O108554,C12066,Electronics,NA,2024-05-15,467.63,405.95,0.143
O100407,C10316,Beauty,EU,2024-05-15,48.7,37.89,0.1624
O107001,C10910,Home & Kitchen,NA,2024-05-15,115.63,91.36,0.1169
O109205,C12170,Electronics,NA,2024-05-15,393.1,324.33,0.0839
O105215,C10511,Fashion,NA,2024-05-15,133.78,102.91,0.2572
O101080,C12024,Beauty,NA,2024-05-15,68.66,32.0,0.1383
O103698,C10637,Electronics,APAC,2024-05-15,536.37,448.08,0.0555
O109501,C10432,Toys,NA,2024-05-15,98.63,76.21,0.1371
O108848,C10779,Electronics,LATAM,2024-05-15,451.3,460.53,0.1965
O103653,C11134,Electronics,NA,2024-05-15,244.52,219.71,0.1342
O104118,C10456,Home & Kitchen,APAC,2024-05-15,219.62,198.52,0.1604
O111867,C10548,Beauty,LATAM,2024-05-15,60.04,38.1,0.0963
O101498,C11027,Sports,EU,2024-05-16,159.03,141.34,0.1888
O102848,C10615,Home & Kitchen,APAC,2024-05-16,21.85,16.51,0.1259
O109902,C10625,Toys,LATAM,2024-05-16,106.62,87.57,0.1229
O102435,C11241,Beauty,LATAM,2024-05-16,67.06,32.31,0.1851
O104872,C10130,Fashion,APAC,2024-05-16,57.73,36.82,0.2031
O102576,C10596,Fashion,NA,2024-05-16,71.06,54.44,0.2477
O104690,C10003,Electronics,APAC,2024-05-16,390.92,372.58,0.1518
O102977,C11972,Home & Kitchen,APAC,2024-05-16,218.17,186.44,0.1943
O105353,C11038,Sports,APAC,2024-05-16,155.51,130.84,0.1819
O103805,C11867,Home & Kitchen,EU,2024-05-16,247.12,222.08,0.2045
O110614,C11289,Electronics,EU,2024-05-16,451.97,509.17,0.3174
O102577,C10992,Beauty,NA,2024-05-16,42.02,19.99,0.0534
O105306,C10865,Electronics,EU,2024-05-16,311.67,337.25,0.2853
O106912,C10650,Electronics,APAC,2024-05-16,669.91,641.13,0.157
O107535,C10741,Home & Kitchen,NA,2024-05-16,258.0,214.93,0.1217
O106786,C11428,Fashion,LATAM,2024-05-16,132.1,107.37,0.2246
O109331,C10898,Sports,NA,2024-05-17,127.09,102.7,0.212
O108825,C11633,Sports,NA,2024-05-17,155.13,129.98,0.1845
O109164,C12081,Toys,EU,2024-05-17,102.9,76.92,0.1708
O111686,C11415,Beauty,EU,2024-05-17,50.87,22.04,0.0
O111953,C11662,Home & Kitchen,NA,2024-05-17,218.74,189.26,0.1617
O102344,C11292,Sports,NA,2024-05-17,111.86,92.69,0.2125
O100769,C10827,Electronics,EU,2024-05-17,200.14,242.35,0.3313
O110628,C11526,Sports,APAC,2024-05-17,170.52,140.46,0.1417
O106478,C11578,Electronics,EU,2024-05-17,352.96,357.17,0.2003
O105793,C12143,Electronics,NA,2024-05-17,381.34,341.0,0.1134
O108641,C11813,Toys,EU,2024-05-17,89.75,71.51,0.1833
O108532,C10703,Sports,EU,2024-05-17,174.15,140.16,0.1481
O104807,C11963,Toys,APAC,2024-05-17,108.12,84.64,0.1476
O111557,C11592,Electronics,APAC,2024-05-17,391.19,342.4,0.1228
O109271,C10116,Toys,EU,2024-05-17,106.02,76.55,0.187
O108652,C10708,Fashion,EU,2024-05-17,112.41,119.7,0.2745
O101050,C11118,Toys,LATAM,2024-05-17,80.76,60.36,0.1613
O110299,C10608,Beauty,EU,2024-05-17,48.87,38.58,0.1303
O110797,C11513,Fashion,EU,2024-05-17,121.16,123.91,0.1945
O103002,C12045,Sports,APAC,2024-05-17,197.0,189.53,0.2765
O104374,C10667,Fashion,EU,2024-05-18,146.68,126.9,0.2723
O111105,C10770,Sports,NA,2024-05-18,86.94,70.93,0.1609
O106558,C12099,Home & Kitchen,NA,2024-05-18,232.75,163.3,0.0617
O110712,C11381,Home & Kitchen,NA,2024-05-18,184.57,128.41,0.0998
O100281,C11070,Electronics,NA,2024-05-18,323.69,317.48,0.178
O101633,C11936,Electronics,EU,2024-05-18,160.69,171.47,0.2951
O101593,C10041,Electronics,NA,2024-05-18,167.47,154.2,0.1577
O108557,C10636,Beauty,NA,2024-05-18,76.78,60.35,0.117
O103046,C11600,Sports,NA,2024-05-18,202.85,146.81,0.0676
O104260,C10497,Toys,APAC,2024-05-18,86.36,60.25,0.0864
O108330,C10071,Sports,NA,2024-05-18,18.28,18.78,0.269
O102004,C11755,Fashion,APAC,2024-05-18,61.92,46.14,0.1482
O111366,C11643,Fashion,EU,2024-05-18,67.72,61.02,0.2686
O111187,C10020,Sports,LATAM,2024-05-18,242.08,202.01,0.1873
O111827,C10599,Home & Kitchen,LATAM,2024-05-19,268.41,295.87,0.2022
O105279,C10436,Beauty,EU,2024-05-19,49.38,40.35,0.2077
O107922,C11162,Electronics,APAC,2024-05-19,478.45,422.97,0.1747
O107574,C11160,Home & Kitchen,NA,2024-05-19,172.52,153.15,0.1785
O100275,C11061,Home & Kitchen,NA,2024-05-19,255.32,211.26,0.1719
O100556,C11619,Fashion,APAC,2024-05-19,83.83,65.42,0.2069
O104655,C10435,Beauty,EU,2024-05-19,51.54,43.09,0.1308
O109645,C11462,Electronics,NA,2024-05-19,307.64,283.18,0.1515
O105377,C10561,Home & Kitchen,EU,2024-05-20,112.84,89.45,0.0413
O111264,C12141,Electronics,EU,2024-05-20,405.38,447.2,0.2539
O101970,C11823,Fashion,EU,2024-05-20,25.22,18.29,0.2805
O100161,C11461,Fashion,EU,2024-05-20,100.55,97.61,0.2909
O104210,C10332,Home & Kitchen,NA,2024-05-20,91.53,79.18,0.1494
O108638,C11661,Electronics,NA,2024-05-20,369.82,381.18,0.1971
O107647,C10068,Fashion,NA,2024-05-20,49.88,46.64,0.1643
O105512,C11993,Home & Kitchen,NA,2024-05-20,203.04,150.0,0.0947
O105695,C10141,Home & Kitchen,LATAM,2024-05-20,174.79,205.41,0.2642
O101382,C10762,Electronics,EU,2024-05-20,306.76,381.46,0.3579
O110914,C10041,Fashion,NA,2024-05-20,52.93,31.68,0.2271
O102454,C11826,Beauty,APAC,2024-05-20,50.56,34.11,0.1683
O107896,C11907,Electronics,LATAM,2024-05-20,245.8,237.34,0.1535
O110741,C10319,Fashion,NA,2024-05-20,50.58,44.73,0.1993
O111228,C10962,Beauty,APAC,2024-05-20,73.46,43.69,0.0971
O101335,C12197,Sports,NA,2024-05-20,191.34,132.81,0.1399
O106856,C11522,Beauty,EU,2024-05-20,122.18,80.25,0.0878
O109109,C10550,Electronics,NA,2024-05-20,457.68,392.59,0.1259
O106106,C10056,Electronics,NA,2024-05-20,410.09,338.91,0.0772
O101629,C10279,Electronics,EU,2024-05-20,216.12,247.96,0.3372
O105944,C10557,Electronics,EU,2024-05-20,371.01,455.93,0.342
O102315,C10001,Fashion,NA,2024-05-20,144.54,118.89,0.2321
O106295,C11565,Home & Kitchen,LATAM,2024-05-20,83.71,95.23,0.2341
O104748,C11902,Sports,EU,2024-05-20,128.89,116.74,0.2757
O109204,C11415,Beauty,APAC,2024-05-21,40.3,17.15,0.1124
O106556,C10312,Fashion,LATAM,2024-05-21,104.23,92.77,0.1893
O103845,C11049,Sports,EU,2024-05-21,137.43,110.25,0.2279
O104342,C11028,Toys,APAC,2024-05-21,80.51,56.39,0.0529
O106138,C10144,Sports,EU,2024-05-21,73.81,56.93,0.0979
O109574,C11564,Fashion,NA,2024-05-21,66.4,49.16,0.1996
O108761,C11148,Sports,APAC,2024-05-21,192.41,147.65,0.1488
O108707,C10114,Toys,EU,2024-05-21,51.16,38.79,0.2253
O110143,C10756,Fashion,LATAM,2024-05-21,154.58,132.81,0.1941
O110338,C11939,Beauty,NA,2024-05-21,94.59,54.92,0.0986
O111456,C10908,Sports,NA,2024-05-21,102.72,87.96,0.1522
O100570,C12087,Electronics,NA,2024-05-22,409.97,411.18,0.2067
O100437,C12040,Sports,APAC,2024-05-22,211.71,137.93,0.0736
O103595,C10637,Electronics,NA,2024-05-22,177.94,165.64,0.121
O104035,C10070,Home & Kitchen,LATAM,2024-05-22,164.64,159.78,0.2018
O103500,C10134,Home & Kitchen,APAC,2024-05-22,55.92,47.83,0.1859
O105426,C11820,Fashion,EU,2024-05-22,135.27,149.47,0.3343
O108774,C11132,Home & Kitchen,APAC,2024-05-22,86.43,82.37,0.2696
O102436,C11406,Beauty,APAC,2024-05-22,52.7,39.22,0.1284
O100808,C10860,Home & Kitchen,LATAM,2024-05-22,180.29,207.14,0.2341
O103408,C11450,Electronics,NA,2024-05-22,383.51,359.68,0.1598
O100385,C10270,Electronics,NA,2024-05-22,527.49,449.47,0.0718
O109401,C12150,Sports,EU,2024-05-22,150.31,114.6,0.0815
O106119,C10593,Home & Kitchen,EU,2024-05-22,167.79,135.14,0.154
O107188,C10575,Fashion,EU,2024-05-22,75.3,77.71,0.2143
O110138,C10530,Beauty,APAC,2024-05-22,72.36,54.34,0.0573
O111894,C11183,Electronics,EU,2024-05-22,550.88,716.41,0.3018
O111124,C11383,Fashion,NA,2024-05-22,99.73,85.63,0.2472
O110665,C10542,Fashion,LATAM,2024-05-22,105.91,76.22,0.1545
O104241,C10602,Home & Kitchen,NA,2024-05-22,112.46,100.03,0.1663
O104529,C11236,Toys,NA,2024-05-22,50.03,44.56,0.101
O106498,C10663,Toys,APAC,2024-05-22,71.24,40.7,0.1525
O105238,C12010,Sports,NA,2024-05-23,174.16,121.3,0.0966
O105058,C10560,Electronics,NA,2024-05-23,197.63,171.02,0.1006
O104318,C11873,Electronics,EU,2024-05-23,210.21,275.74,0.3334
O102333,C11810,Fashion,EU,2024-05-23,97.06,88.87,0.2503
O100326,C10520,Home & Kitchen,EU,2024-05-23,364.17,295.28,0.1314
O103437,C11448,Toys,NA,2024-05-23,113.97,81.34,0.1784
O101953,C11023,Sports,APAC,2024-05-23,143.76,112.14,0.1525
O108939,C10518,Toys,NA,2024-05-23,48.42,28.18,0.1215
O102462,C11043,Electronics,NA,2024-05-23,619.98,607.68,0.1705
O107595,C11712,Toys,NA,2024-05-23,140.45,103.45,0.1642
O109084,C10910,Electronics,NA,2024-05-23,216.45,212.96,0.1752
O111945,C11177,Fashion,APAC,2024-05-23,74.08,52.1,0.1826
O102492,C12044,Toys,NA,2024-05-23,118.15,92.21,0.1422
O109322,C11807,Toys,APAC,2024-05-23,93.5,59.86,0.1507
O105827,C11481,Home & Kitchen,APAC,2024-05-23,277.95,195.72,0.1123
O103707,C11663,Home & Kitchen,NA,2024-05-23,127.9,96.99,0.0662
O105131,C10871,Home & Kitchen,APAC,2024-05-23,253.81,200.99,0.1498
O102840,C10963,Sports,NA,2024-05-24,22.45,10.25,0.1021
O111595,C11995,Fashion,EU,2024-05-24,85.34,84.52,0.2869
O100785,C11294,Sports,NA,2024-05-24,165.92,137.92,0.1632
O100369,C11698,Sports,EU,2024-05-24,208.83,170.23,0.1979
O104903,C11584,Sports,NA,2024-05-24,239.12,188.84,0.0887
O111916,C10927,Toys,APAC,2024-05-24,58.46,41.77,0.1374
O101588,C11896,Beauty,APAC,2024-05-24,111.91,69.47,0.0
O102669,C12119,Sports,LATAM,2024-05-24,108.69,90.03,0.1926
O100203,C11539,Home & Kitchen,EU,2024-05-24,177.4,141.04,0.1669
O102440,C10797,Toys,LATAM,2024-05-24,89.34,77.79,0.1642
O105780,C10426,Electronics,NA,2024-05-24,555.36,492.45,0.1193
O102795,C12014,Home & Kitchen,EU,2024-05-24,94.0,84.55,0.1394
O101150,C10813,Electronics,APAC,2024-05-24,82.67,66.99,0.1533
O102081,C10201,Toys,LATAM,2024-05-24,99.51,77.08,0.2192
O104136,C12142,Electronics,EU,2024-05-24,364.88,382.05,0.2869
O108889,C10241,Home & Kitchen,NA,2024-05-24,135.35,98.56,0.1028
O104701,C10123,Home & Kitchen,EU,2024-05-25,200.31,197.48,0.218
O107159,C10162,Sports,EU,2024-05-25,74.12,67.69,0.2023
O104195,C11088,Toys,LATAM,2024-05-25,158.28,107.99,0.01
O110485,C10673,Home & Kitchen,NA,2024-05-25,223.89,182.58,0.0499
O111351,C11988,Sports,EU,2024-05-25,174.77,146.88,0.1765
O101008,C11613,Electronics,APAC,2024-05-25,286.63,273.44,0.169
O111468,C11650,Sports,NA,2024-05-25,105.86,78.46,0.0427
O108552,C11118,Toys,NA,2024-05-25,105.15,61.56,0.0419
O107617,C12058,Fashion,NA,2024-05-25,105.21,80.74,0.1298
O106186,C10858,Electronics,APAC,2024-05-25,296.22,275.11,0.2015
O111363,C10820,Home & Kitchen,NA,2024-05-25,211.94,164.47,0.1052
O107874,C10638,Electronics,APAC,2024-05-25,378.27,353.77,0.1559
O108917,C10098,Home & Kitchen,EU,2024-05-25,252.99,217.98,0.094
O110800,C11136,Beauty,EU,2024-05-25,65.58,57.34,0.1862
O111120,C10570,Sports,APAC,2024-05-25,94.47,83.65,0.1831
O103990,C11659,Fashion,LATAM,2024-05-25,79.46,72.44,0.2296
O107882,C12040,Home & Kitchen,EU,2024-05-25,282.93,229.38,0.1532
O109629,C10941,Sports,EU,2024-05-25,137.93,96.36,0.1133
O100304,C11194,Fashion,LATAM,2024-05-25,114.85,92.62,0.2579
O109735,C10523,Home & Kitchen,LATAM,2024-05-25,74.82,93.06,0.2639
O111804,C11546,Electronics,NA,2024-05-25,412.91,386.61,0.1628
O104505,C10833,Home & Kitchen,LATAM,2024-05-26,281.02,313.31,0.2185
O110695,C11647,Home & Kitchen,NA,2024-05-26,180.76,158.67,0.1403
O103075,C11645,Electronics,LATAM,2024-05-26,369.67,360.26,0.1135
O102779,C10099,Sports,EU,2024-05-26,222.63,168.49,0.1679
O105197,C12073,Sports,APAC,2024-05-26,61.82,44.34,0.0465
O107282,C11569,Electronics,EU,2024-05-26,407.26,509.51,0.3374
O109767,C10748,Sports,APAC,2024-05-26,124.16,106.59,0.2394
O110287,C12044,Electronics,NA,2024-05-26,312.97,283.33,0.2295
O106916,C10067,Home & Kitchen,EU,2024-05-26,131.32,117.63,0.2283
O101248,C10715,Toys,NA,2024-05-26,109.67,90.1,0.1971
O106040,C10876,Fashion,APAC,2024-05-26,73.84,64.64,0.2324
O108793,C10396,Electronics,EU,2024-05-26,337.76,375.62,0.2706
O106675,C11942,Electronics,NA,2024-05-26,454.95,389.35,0.1133
O103549,C11404,Electronics,NA,2024-05-26,479.7,405.61,0.1089
O103558,C10369,Electronics,NA,2024-05-26,415.65,362.17,0.14
O107203,C10286,Home & Kitchen,EU,2024-05-26,113.78,105.52,0.2177
O106919,C11742,Sports,EU,2024-05-26,118.32,91.58,0.0926
O111288,C10588,Toys,APAC,2024-05-27,141.36,96.71,0.0737
O103553,C11568,Home & Kitchen,EU,2024-05-27,187.45,159.56,0.098
O104393,C10148,Home & Kitchen,APAC,2024-05-27,178.94,146.85,0.0555
O104331,C10594,Fashion,EU,2024-05-27,84.41,85.66,0.3381
O111359,C10814,Electronics,NA,2024-05-27,407.97,472.69,0.2212
O107733,C11240,Electronics,APAC,2024-05-27,419.11,393.8,0.1462
O103308,C10051,Electronics,NA,2024-05-27,290.15,263.23,0.1935
O101554,C11007,Beauty,EU,2024-05-27,62.11,40.23,0.1836
O107787,C11150,Home & Kitchen,APAC,2024-05-27,19.03,27.49,0.2389
O101255,C10186,Beauty,LATAM,2024-05-27,59.94,51.56,0.1506
O107989,C10522,Sports,NA,2024-05-27,62.33,68.8,0.1846
O111254,C11359,Electronics,APAC,2024-05-27,260.24,239.91,0.1872
O106776,C11149,Electronics,APAC,2024-05-27,665.23,582.54,0.1435
O100778,C10596,Fashion,APAC,2024-05-27,24.32,27.65,0.1221
O111520,C11499,Toys,EU,2024-05-27,39.78,32.83,0.1057
O106203,C10429,Toys,APAC,2024-05-27,88.08,66.96,0.119
O101695,C11501,Electronics,NA,2024-05-27,337.9,305.64,0.1769
O103965,C11873,Home & Kitchen,EU,2024-05-27,158.04,138.37,0.1994
O100226,C11779,Fashion,LATAM,2024-05-27,23.39,13.85,0.3079
O105603,C11083,Fashion,APAC,2024-05-27,55.29,44.32,0.1838
O107599,C10601,Electronics,EU,2024-05-28,219.05,257.59,0.287
O105505,C11842,Home & Kitchen,EU,2024-05-28,118.47,94.88,0.0985
O110525,C10340,Beauty,APAC,2024-05-28,50.35,31.11,0.1194
O102637,C11635,Toys,APAC,2024-05-28,100.69,71.59,0.1763
O108471,C10378,Electronics,APAC,2024-05-28,291.5,226.76,0.1036
O106833,C11364,Fashion,LATAM,2024-05-28,72.72,77.6,0.297
O106886,C11939,Toys,NA,2024-05-28,109.96,67.91,0.0498
O106104,C11814,Electronics,NA,2024-05-28,509.69,498.13,0.1729
O106502,C11126,Electronics,LATAM,2024-05-28,256.23,311.09,0.2766
O104442,C11502,Home & Kitchen,NA,2024-05-28,173.24,124.91,0.0771
O100834,C11879,Home & Kitchen,EU,2024-05-28,227.06,187.98,0.1324
O111091,C10638,Sports,EU,2024-05-28,113.98,101.37,0.2351
O108066,C10464,Beauty,NA,2024-05-29,73.83,44.55,0.0607
O102579,C11249,Toys,EU,2024-05-29,27.13,14.34,0.1786
O109094,C10453,Electronics,APAC,2024-05-29,318.44,291.38,0.2091
O100503,C11908,Home & Kitchen,APAC,2024-05-29,224.57,195.49,0.1643
O107825,C11903,Toys,NA,2024-05-29,42.79,31.96,0.1476
O105143,C11226,Toys,EU,2024-05-29,65.66,54.86,0.1873
O104623,C10173,Home & Kitchen,APAC,2024-05-29,145.25,145.11,0.2058
O107851,C11232,Sports,EU,2024-05-29,128.13,102.33,0.1638
O109353,C10245,Beauty,NA,2024-05-29,99.52,68.11,0.0848
O105281,C11576,Toys,LATAM,2024-05-29,115.73,88.24,0.1728
O109202,C10745,Electronics,EU,2024-05-29,357.12,377.11,0.2374
O111268,C11885,Electronics,EU,2024-05-29,332.04,374.31,0.2803
O100601,C11713,Electronics,NA,2024-05-29,162.16,164.49,0.1624
