Order ID;Customer ID;Category;Region;Order Date;Revenue;Cost;Discount;Profit;discount_pct
O107896;C11907;Electronics;LATAM;20/05/2024;245.8;237.34;0.1535;8.460000000000008;15.35
O110741;C10319;Fashion;Unknown;20/05/2024;50.58;44.73;0.1993;5.850000000000001;19.93
O111228;C10962;Beauty;APAC;20/05/2024;73.46;43.69;0.0971;29.769999999999996;9.71
O101335;C12197;Sports;Unknown;20/05/2024;191.34;132.81;0.1399;58.53;13.99
O106856;C11522;Beauty;EU;20/05/2024;122.18;80.25;0.0878;41.93000000000001;8.780000000000001
O109109;C10550;Electronics;Unknown;20/05/2024;457.68;392.59;0.1259;65.09000000000003;12.590000000000002
O106106;C10056;Electronics;Unknown;20/05/2024;410.09;338.91;0.0772;71.17999999999995;7.720000000000001
O101629;C10279;Electronics;EU;20/05/2024;216.12;247.96;0.3372;-31.840000000000003;33.72
O105944;C10557;Electronics;EU;20/05/2024;371.01;455.93;0.342;-84.92000000000002;34.2
O102315;C10001;Fashion;Unknown;20/05/2024;144.54;118.89;0.2321;25.64999999999999;23.21
O106295;C11565;Home & Kitchen;LATAM;20/05/2024;83.71;95.23;0.2341;-11.52000000000001;23.41
O104748;C11902;Sports;EU;20/05/2024;128.89;116.74;0.2757;12.149999999999991;27.57
O109204;C11415;Beauty;APAC;21/05/2024;40.3;17.15;0.1124;23.15;11.24
O106556;C10312;Fashion;LATAM;21/05/2024;104.23;92.77;0.1893;11.460000000000008;18.93
O103845;C11049;Sports;EU;21/05/2024;137.43;110.25;0.2279;27.180000000000007;22.79
O104342;C11028;Toys;APAC;21/05/2024;80.51;56.39;0.0529;24.120000000000005;5.29
O106138;C10144;Sports;EU;21/05/2024;73.81;56.93;0.0979;16.880000000000003;9.790000000000001
O109574;C11564;Fashion;Unknown;21/05/2024;66.4;49.16;0.1996;17.24000000000001;19.96
O108761;C11148;Sports;APAC;21/05/2024;192.41;147.65;0.1488;44.75999999999999;14.879999999999999
O108707;C10114;Toys;EU;21/05/2024;51.16;38.79;0.2253;12.369999999999997;22.53
O110143;C10756;Fashion;LATAM;21/05/2024;154.58;132.81;0.1941;21.77000000000001;19.41
O110338;C11939;Beauty;Unknown;21/05/2024;94.59;54.92;0.0986;39.67;9.86
O111456;C10908;Sports;Unknown;21/05/2024;102.72;87.96;0.1522;14.760000000000005;15.22
O100570;C12087;Electronics;Unknown;22/05/2024;409.97;411.18;0.2067;-1.2099999999999795;20.669999999999998
O100437;C12040;Sports;APAC;22/05/2024;211.71;137.93;0.0736;73.78;7.359999999999999
O103595;C10637;Electronics;Unknown;22/05/2024;177.94;165.64;0.121;12.300000000000011;12.1
O104035;C10070;Home & Kitchen;LATAM;22/05/2024;164.64;159.78;0.2018;4.859999999999985;20.18
O103500;C10134;Home & Kitchen;APAC;22/05/2024;55.92;47.83;0.1859;8.090000000000003;18.59
O105426;C11820;Fashion;EU;22/05/2024;135.27;149.47;0.3343;-14.199999999999989;33.43
O108774;C11132;Home & Kitchen;APAC;22/05/2024;86.43;82.37;0.2696;4.060000000000002;26.96
O102436;C11406;Beauty;APAC;22/05/2024;52.7;39.22;0.1284;13.480000000000004;12.839999999999998
O100808;C10860;Home & Kitchen;LATAM;22/05/2024;180.29;207.14;0.2341;-26.849999999999994;23.41
O103408;C11450;Electronics;Unknown;22/05/2024;383.51;359.68;0.1598;23.829999999999984;15.98
O100385;C10270;Electronics;Unknown;22/05/2024;527.49;449.47;0.0718;78.01999999999998;7.180000000000001
O109401;C12150;Sports;EU;22/05/2024;150.31;114.6;0.0815;35.71000000000001;8.15
O106119;C10593;Home & Kitchen;EU;22/05/2024;167.79;135.14;0.154;32.650000000000006;15.4
O107188;C10575;Fashion;EU;22/05/2024;75.3;77.71;0.2143;-2.4099999999999966;21.43
O110138;C10530;Beauty;APAC;22/05/2024;72.36;54.34;0.0573;18.019999999999996;5.7299999999999995
O111894;C11183;Electronics;EU;22/05/2024;550.88;716.41;0.3018;-165.52999999999997;30.18
O111124;C11383;Fashion;Unknown;22/05/2024;99.73;85.63;0.2472;14.100000000000009;24.72
O110665;C10542;Fashion;LATAM;22/05/2024;105.91;76.22;0.1545;29.689999999999998;15.45
O104241;C10602;Home & Kitchen;Unknown;22/05/2024;112.46;100.03;0.1663;12.429999999999993;16.63
O104529;C11236;Toys;Unknown;22/05/2024;50.03;44.56;0.101;5.469999999999999;10.100000000000001
O106498;C10663;Toys;APAC;22/05/2024;71.24;40.7;0.1525;30.539999999999992;15.25
O105238;C12010;Sports;Unknown;23/05/2024;174.16;121.3;0.0966;52.86;9.66
O105058;C10560;Electronics;Unknown;23/05/2024;197.63;171.02;0.1006;26.609999999999985;10.059999999999999
O104318;C11873;Electronics;EU;23/05/2024;210.21;275.74;0.3334;-65.53;33.339999999999996
O102333;C11810;Fashion;EU;23/05/2024;97.06;88.87;0.2503;8.189999999999998;25.03
O100326;C10520;Home & Kitchen;EU;23/05/2024;364.17;295.28;0.1314;68.89000000000004;13.139999999999999
O103437;C11448;Toys;Unknown;23/05/2024;113.97;81.34;0.1784;32.629999999999995;17.84
O101953;C11023;Sports;APAC;23/05/2024;143.76;112.14;0.1525;31.61999999999999;15.25
O108939;C10518;Toys;Unknown;23/05/2024;48.42;28.18;0.1215;20.240000000000002;12.15
O102462;C11043;Electronics;Unknown;23/05/2024;619.98;607.68;0.1705;12.300000000000068;17.05
O107595;C11712;Toys;Unknown;23/05/2024;140.45;103.45;0.1642;36.999999999999986;16.42
O109084;C10910;Electronics;Unknown;23/05/2024;216.45;212.96;0.1752;3.4899999999999807;17.52
O111945;C11177;Fashion;APAC;23/05/2024;74.08;52.1;0.1826;21.979999999999997;18.26
O102492;C12044;Toys;Unknown;23/05/2024;118.15;92.21;0.1422;25.940000000000012;14.219999999999999
O109322;C11807;Toys;APAC;23/05/2024;93.5;59.86;0.1507;33.64;15.07
O105827;C11481;Home & Kitchen;APAC;23/05/2024;277.95;195.72;0.1123;82.22999999999999;11.23
O103707;C11663;Home & Kitchen;Unknown;23/05/2024;127.9;96.99;0.0662;30.91000000000001;6.619999999999999
O105131;C10871;Home & Kitchen;APAC;23/05/2024;253.81;200.99;0.1498;52.81999999999999;14.979999999999999
O102840;C10963;Sports;Unknown;24/05/2024;22.45;10.25;0.1021;12.2;10.209999999999999
O111595;C11995;Fashion;EU;24/05/2024;85.34;84.52;0.2869;0.8200000000000074;28.689999999999998
O100785;C11294;Sports;Unknown;24/05/2024;165.92;137.92;0.1632;28.0;16.32
O100369;C11698;Sports;EU;24/05/2024;208.83;170.23;0.1979;38.60000000000002;19.79
O104903;C11584;Sports;Unknown;24/05/2024;239.12;188.84;0.0887;50.28;8.870000000000001
O111916;C10927;Toys;APAC;24/05/2024;58.46;41.77;0.1374;16.689999999999998;13.74
O101588;C11896;Beauty;APAC;24/05/2024;111.91;69.47;0.0;42.44;0.0
O102669;C12119;Sports;LATAM;24/05/2024;108.69;90.03;0.1926;18.659999999999997;19.259999999999998
O100203;C11539;Home & Kitchen;EU;24/05/2024;177.4;141.04;0.1669;36.360000000000014;16.689999999999998
O102440;C10797;Toys;LATAM;24/05/2024;89.34;77.79;0.1642;11.549999999999997;16.42
O105780;C10426;Electronics;Unknown;24/05/2024;555.36;492.45;0.1193;62.910000000000025;11.93
O102795;C12014;Home & Kitchen;EU;24/05/2024;94.0;84.55;0.1394;9.450000000000003;13.94
O101150;C10813;Electronics;APAC;24/05/2024;82.67;66.99;0.1533;15.680000000000007;15.329999999999998
O102081;C10201;Toys;LATAM;24/05/2024;99.51;77.08;0.2192;22.430000000000007;21.92
O104136;C12142;Electronics;EU;24/05/2024;364.88;382.05;0.2869;-17.170000000000016;28.689999999999998
O108889;C10241;Home & Kitchen;Unknown;24/05/2024;135.35;98.56;0.1028;36.78999999999999;10.280000000000001
O104701;C10123;Home & Kitchen;EU;25/05/2024;200.31;197.48;0.218;2.8300000000000125;21.8
O107159;C10162;Sports;EU;25/05/2024;74.12;67.69;0.2023;6.430000000000007;20.23
O104195;C11088;Toys;LATAM;25/05/2024;158.28;107.99;0.01;50.290000000000006;1.0
O110485;C10673;Home & Kitchen;Unknown;25/05/2024;223.89;182.58;0.0499;41.309999999999974;4.99
O111351;C11988;Sports;EU;25/05/2024;174.77;146.88;0.1765;27.890000000000015;17.65
O101008;C11613;Electronics;APAC;25/05/2024;286.63;273.44;0.169;13.189999999999998;16.900000000000002
O111468;C11650;Sports;Unknown;25/05/2024;105.86;78.46;0.0427;27.400000000000006;4.2700000000000005
O108552;C11118;Toys;Unknown;25/05/2024;105.15;61.56;0.0419;43.59;4.19
O107617;C12058;Fashion;Unknown;25/05/2024;105.21;80.74;0.1298;24.47;12.98
O106186;C10858;Electronics;APAC;25/05/2024;296.22;275.11;0.2015;21.110000000000014;20.150000000000002
O111363;C10820;Home & Kitchen;Unknown;25/05/2024;211.94;164.47;0.1052;47.47;10.52
O107874;C10638;Electronics;APAC;25/05/2024;378.27;353.77;0.1559;24.5;15.590000000000002
O108917;C10098;Home & Kitchen;EU;25/05/2024;252.99;217.98;0.094;35.01000000000002;9.4
O110800;C11136;Beauty;EU;25/05/2024;65.58;57.34;0.1862;8.239999999999995;18.62
O111120;C10570;Sports;APAC;25/05/2024;94.47;83.65;0.1831;10.819999999999993;18.310000000000002
O103990;C11659;Fashion;LATAM;25/05/2024;79.46;72.44;0.2296;7.019999999999996;22.96
O107882;C12040;Home & Kitchen;EU;25/05/2024;282.93;229.38;0.1532;53.55000000000001;15.32
O109629;C10941;Sports;EU;25/05/2024;137.93;96.36;0.1133;41.57000000000001;11.33
O100304;C11194;Fashion;LATAM;25/05/2024;114.85;92.62;0.2579;22.22999999999999;25.790000000000003
O109735;C10523;Home & Kitchen;LATAM;25/05/2024;74.82;93.06;0.2639;-18.24000000000001;26.39
O111804;C11546;Electronics;Unknown;25/05/2024;412.91;386.61;0.1628;26.30000000000001;16.28
O104505;C10833;Home & Kitchen;LATAM;26/05/2024;281.02;313.31;0.2185;-32.29000000000002;21.85
O110695;C11647;Home & Kitchen;Unknown;26/05/2024;180.76;158.67;0.1403;22.090000000000003;14.030000000000001
O103075;C11645;Electronics;LATAM;26/05/2024;369.67;360.26;0.1135;9.410000000000025;11.35
O102779;C10099;Sports;EU;26/05/2024;222.63;168.49;0.1679;54.139999999999986;16.79
O105197;C12073;Sports;APAC;26/05/2024;61.82;44.34;0.0465;17.479999999999997;4.65
O107282;C11569;Electronics;EU;26/05/2024;407.26;509.51;0.3374;-102.25;33.739999999999995
O109767;C10748;Sports;APAC;26/05/2024;124.16;106.59;0.2394;17.569999999999993;23.94
O110287;C12044;Electronics;Unknown;26/05/2024;312.97;283.33;0.2295;29.640000000000043;22.95
O106916;C10067;Home & Kitchen;EU;26/05/2024;131.32;117.63;0.2283;13.689999999999998;22.830000000000002
O101248;C10715;Toys;Unknown;26/05/2024;109.67;90.1;0.1971;19.570000000000007;19.71
O106040;C10876;Fashion;APAC;26/05/2024;73.84;64.64;0.2324;9.200000000000003;23.24
O108793;C10396;Electronics;EU;26/05/2024;337.76;375.62;0.2706;-37.860000000000014;27.060000000000002
O106675;C11942;Electronics;Unknown;26/05/2024;454.95;389.35;0.1133;65.59999999999997;11.33
O103549;C11404;Electronics;Unknown;26/05/2024;479.7;405.61;0.1089;74.08999999999997;10.89
O103558;C10369;Electronics;Unknown;26/05/2024;415.65;362.17;0.14;53.47999999999996;14.000000000000002
O107203;C10286;Home & Kitchen;EU;26/05/2024;113.78;105.52;0.2177;8.260000000000005;21.77
O106919;C11742;Sports;EU;26/05/2024;118.32;91.58;0.0926;26.739999999999995;9.26
O111288;C10588;Toys;APAC;27/05/2024;141.36;96.71;0.0737;44.65000000000002;7.37
O103553;C11568;Home & Kitchen;EU;27/05/2024;187.45;159.56;0.098;27.889999999999986;9.8
O104393;C10148;Home & Kitchen;APAC;27/05/2024;178.94;146.85;0.0555;32.09;5.55
O104331;C10594;Fashion;EU;27/05/2024;84.41;85.66;0.3381;-1.25;33.81
O111359;C10814;Electronics;Unknown;27/05/2024;407.97;472.69;0.2212;-64.71999999999997;22.12
O107733;C11240;Electronics;APAC;27/05/2024;419.11;393.8;0.1462;25.310000000000002;14.62
O103308;C10051;Electronics;Unknown;27/05/2024;290.15;263.23;0.1935;26.91999999999996;19.35
O101554;C11007;Beauty;EU;27/05/2024;62.11;40.23;0.1836;21.880000000000003;18.360000000000003
O107787;C11150;Home & Kitchen;APAC;27/05/2024;19.03;27.49;0.2389;-8.459999999999997;23.89
O101255;C10186;Beauty;LATAM;27/05/2024;59.94;51.56;0.1506;8.379999999999995;15.06
O107989;C10522;Sports;Unknown;27/05/2024;62.33;68.8;0.1846;-6.469999999999999;18.459999999999997
O111254;C11359;Electronics;APAC;27/05/2024;260.24;239.91;0.1872;20.330000000000013;18.72
O106776;C11149;Electronics;APAC;27/05/2024;665.23;582.54;0.1435;82.69000000000005;14.35
O100778;C10596;Fashion;APAC;27/05/2024;24.32;27.65;0.1221;-3.3299999999999983;12.21
O111520;C11499;Toys;EU;27/05/2024;39.78;32.83;0.1057;6.950000000000003;10.57
O106203;C10429;Toys;APAC;27/05/2024;88.08;66.96;0.119;21.120000000000005;11.899999999999999
O101695;C11501;Electronics;Unknown;27/05/2024;337.9;305.64;0.1769;32.25999999999999;17.69
O103965;C11873;Home & Kitchen;EU;27/05/2024;158.04;138.37;0.1994;19.669999999999987;19.939999999999998
O100226;C11779;Fashion;LATAM;27/05/2024;23.39;13.85;0.3079;9.540000000000001;30.79
O105603;C11083;Fashion;APAC;27/05/2024;55.29;44.32;0.1838;10.969999999999999;18.38
O107599;C10601;Electronics;EU;28/05/2024;219.05;257.59;0.287;-38.539999999999964;28.7
O105505;C11842;Home & Kitchen;EU;28/05/2024;118.47;94.88;0.0985;23.590000000000003;9.85
O110525;C10340;Beauty;APAC;28/05/2024;50.35;31.11;0.1194;19.240000000000002;11.940000000000001
O102637;C11635;Toys;APAC;28/05/2024;100.69;71.59;0.1763;29.099999999999994;17.630000000000003
O108471;C10378;Electronics;APAC;28/05/2024;291.5;226.76;0.1036;64.74000000000001;10.36
O106833;C11364;Fashion;LATAM;28/05/2024;72.72;77.6;0.297;-4.8799999999999955;29.7
O106886;C11939;Toys;Unknown;28/05/2024;109.96;67.91;0.0498;42.05;4.9799999999999995
O106104;C11814;Electronics;Unknown;28/05/2024;509.69;498.13;0.1729;11.560000000000002;17.29
O106502;C11126;Electronics;LATAM;28/05/2024;256.23;311.09;0.2766;-54.85999999999996;27.66
O104442;C11502;Home & Kitchen;Unknown;28/05/2024;173.24;124.91;0.0771;48.33000000000001;7.71
O100834;C11879;Home & Kitchen;EU;28/05/2024;227.06;187.98;0.1324;39.08000000000001;13.239999999999998
O111091;C10638;Sports;EU;28/05/2024;113.98;101.37;0.2351;12.61;23.51
O108066;C10464;Beauty;Unknown;29/05/2024;73.83;44.55;0.0607;29.28;6.069999999999999
O102579;C11249;Toys;EU;29/05/2024;27.13;14.34;0.1786;12.79;17.86
O109094;C10453;Electronics;APAC;29/05/2024;318.44;291.38;0.2091;27.060000000000002;20.91
O100503;C11908;Home & Kitchen;APAC;29/05/2024;224.57;195.49;0.1643;29.079999999999984;16.43
O107825;C11903;Toys;Unknown;29/05/2024;42.79;31.96;0.1476;10.829999999999998;14.760000000000002
O105143;C11226;Toys;EU;29/05/2024;65.66;54.86;0.1873;10.799999999999997;18.73
O104623;C10173;Home & Kitchen;APAC;29/05/2024;145.25;145.11;0.2058;0.13999999999998636;20.580000000000002
O107851;C11232;Sports;EU;29/05/2024;128.13;102.33;0.1638;25.799999999999997;16.38
O109353;C10245;Beauty;Unknown;29/05/2024;99.52;68.11;0.0848;31.409999999999997;8.48
O105281;C11576;Toys;LATAM;29/05/2024;115.73;88.24;0.1728;27.49000000000001;17.28
O109202;C10745;Electronics;EU;29/05/2024;357.12;377.11;0.2374;-19.99000000000001;23.74
O111268;C11885;Electronics;EU;29/05/2024;332.04;374.31;0.2803;-42.26999999999998;28.03
O100601;C11713;Electronics;Unknown;29/05/2024;162.16;164.49;0.1624;-2.3300000000000125;16.24
O101026;C10170;Beauty;APAC;29/05/2024;73.61;50.16;0.1743;23.450000000000003;17.43
O108585;C10164;Toys;Unknown;29/05/2024;80.01;64.48;0.1418;15.530000000000001;14.180000000000001
O100751;C10325;Fashion;Unknown;29/05/2024;64.99;56.45;0.2876;8.539999999999992;28.76
O106899;C11807;Electronics;EU;29/05/2024;391.26;474.07;0.3618;-82.81;36.18
O103306;C10606;Electronics;LATAM;30/05/2024;329.95;344.6;0.2818;-14.650000000000034;28.18
O106993;C11577;Home & Kitchen;APAC;30/05/2024;109.65;95.04;0.114;14.61;11.4
O104739;C11147;Electronics;Unknown;30/05/2024;256.4;210.99;0.0992;45.40999999999997;9.92
O106849;C10339;Beauty;Unknown;30/05/2024;45.75;37.93;0.1641;7.82;16.41
O101283;C11761;Electronics;APAC;30/05/2024;693.71;593.61;0.0875;100.10000000000002;8.75
O103352;C10233;Toys;APAC;30/05/2024;114.73;74.76;0.1653;39.97;16.53
O100058;C11635;Beauty;APAC;30/05/2024;73.42;56.15;0.1509;17.270000000000003;15.09
O109538;C11206;Home & Kitchen;LATAM;30/05/2024;277.45;280.85;0.1311;-3.400000000000034;13.11
O100735;C11476;Sports;Unknown;30/05/2024;76.22;64.67;0.1691;11.549999999999997;16.91
O102830;C12030;Fashion;EU;30/05/2024;100.15;98.88;0.2853;1.2700000000000102;28.53
O104289;C10678;Electronics;EU;30/05/2024;142.25;192.63;0.3992;-50.379999999999995;39.92
O106727;C11312;Fashion;Unknown;30/05/2024;79.72;65.9;0.2279;13.819999999999993;22.79
O111682;C12065;Electronics;EU;30/05/2024;290.42;320.94;0.2941;-30.519999999999982;29.409999999999997
O102763;C10078;Sports;EU;30/05/2024;190.45;155.42;0.1589;35.03;15.89
O111754;C10967;Sports;Unknown;30/05/2024;91.5;76.47;0.1431;15.030000000000001;14.31
O108398;C11968;Fashion;EU;30/05/2024;54.95;47.27;0.2808;7.68;28.08
O101024;C11808;Beauty;APAC;30/05/2024;49.89;30.24;0.2102;19.650000000000002;21.02
O111383;C10232;Fashion;LATAM;30/05/2024;147.59;128.9;0.1973;18.689999999999998;19.73
O108273;C11106;Beauty;Unknown;31/05/2024;77.63;68.35;0.2404;9.280000000000001;24.04
O104975;C11765;Electronics;APAC;31/05/2024;217.29;219.09;0.2372;-1.8000000000000114;23.72
O102165;C12032;Home & Kitchen;APAC;31/05/2024;29.04;17.59;0.0613;11.45;6.13
O100802;C11134;Fashion;Unknown;31/05/2024;43.8;27.75;0.207;16.049999999999997;20.7
O109715;C11386;Sports;APAC;31/05/2024;120.49;95.69;0.1385;24.799999999999997;13.850000000000001
O105304;C10514;Toys;Unknown;31/05/2024;103.58;88.01;0.1396;15.569999999999993;13.96
O106157;C11339;Sports;APAC;31/05/2024;131.82;119.82;0.1962;12.0;19.62
O105712;C11019;Fashion;EU;31/05/2024;133.07;122.53;0.2869;10.539999999999992;28.689999999999998
O103645;C11163;Electronics;EU;31/05/2024;275.03;322.08;0.2653;-47.05000000000001;26.529999999999998
O105499;C10072;Sports;Unknown;31/05/2024;136.25;121.55;0.1604;14.700000000000003;16.04
O111897;C10810;Fashion;LATAM;31/05/2024;101.78;77.56;0.235;24.22;23.5
O109706;C10702;Fashion;LATAM;31/05/2024;126.77;106.5;0.2155;20.269999999999996;21.55
O100814;C11711;Sports;EU;01/06/2024;21.02;15.8;0.1591;5.219999999999999;15.909999999999998
O111042;C10629;Sports;Unknown;01/06/2024;136.9;106.83;0.0766;30.070000000000007;7.66
O102523;C10882;Toys;APAC;01/06/2024;109.21;76.01;0.2007;33.19999999999999;20.07
O111231;C10499;Beauty;Unknown;01/06/2024;24.34;21.34;0.1293;3.0;12.93
O104457;C10085;Fashion;EU;01/06/2024;96.29;108.4;0.3282;-12.11;32.82
O103936;C11152;Fashion;EU;01/06/2024;51.7;49.46;0.3108;2.240000000000002;31.080000000000002
O110434;C11339;Electronics;APAC;01/06/2024;270.73;237.81;0.134;32.920000000000016;13.4
O106499;C11039;Home & Kitchen;EU;01/06/2024;135.78;117.58;0.0999;18.200000000000003;9.99
O104085;C11391;Fashion;EU;01/06/2024;171.74;178.18;0.286;-6.439999999999998;28.599999999999998
O102835;C11195;Electronics;Unknown;01/06/2024;199.21;180.78;0.1319;18.430000000000007;13.19
O106307;C10272;Fashion;LATAM;01/06/2024;53.54;61.36;0.2329;-7.82;23.29
O108042;C12156;Electronics;LATAM;01/06/2024;305.84;302.29;0.2366;3.5499999999999545;23.66
O111157;C11871;Electronics;Unknown;01/06/2024;386.93;376.37;0.196;10.560000000000002;19.6
O110334;C10655;Sports;EU;01/06/2024;84.12;65.04;0.1313;19.08;13.13
O104856;C11861;Home & Kitchen;EU;01/06/2024;186.49;136.48;0.0585;50.01000000000002;5.8500000000000005
O100574;C10015;Fashion;LATAM;02/06/2024;101.28;79.09;0.1678;22.189999999999998;16.78
O100553;C10699;Fashion;APAC;02/06/2024;106.9;95.07;0.1949;11.830000000000013;19.49
O111242;C10610;Beauty;Unknown;02/06/2024;63.69;47.55;0.1435;16.14;14.35
O104155;C10410;Home & Kitchen;EU;02/06/2024;232.27;192.47;0.1438;39.80000000000001;14.38
O104684;C11137;Fashion;APAC;02/06/2024;83.64;62.78;0.2484;20.86;24.84
O100310;C11465;Fashion;EU;02/06/2024;58.53;47.31;0.2277;11.219999999999999;22.770000000000003
O108791;C10966;Toys;Unknown;02/06/2024;128.39;91.85;0.1378;36.53999999999999;13.780000000000001
O103880;C11902;Beauty;EU;02/06/2024;56.96;36.07;0.0204;20.89;2.04
O108254;C11772;Toys;Unknown;02/06/2024;89.2;61.14;0.126;28.060000000000002;12.6
O107175;C11065;Toys;Unknown;02/06/2024;56.22;39.28;0.1253;16.939999999999998;12.53
O105398;C12059;Beauty;EU;02/06/2024;61.49;50.8;0.1706;10.690000000000005;17.06
O111641;C11531;Sports;EU;02/06/2024;290.19;226.54;0.1828;63.650000000000006;18.279999999999998
O102597;C11590;Beauty;EU;02/06/2024;84.93;55.43;0.0797;29.500000000000007;7.969999999999999
O107674;C12168;Electronics;EU;02/06/2024;308.51;387.23;0.3249;-78.72000000000003;32.49
O101785;C10535;Electronics;Unknown;02/06/2024;278.51;262.3;0.1333;16.20999999999998;13.33
O102298;C10488;Fashion;APAC;02/06/2024;82.06;69.03;0.3112;13.030000000000001;31.119999999999997
O101464;C11874;Home & Kitchen;Unknown;02/06/2024;20.72;23.49;0.1712;-2.7699999999999996;17.119999999999997
O102063;C11583;Home & Kitchen;APAC;02/06/2024;237.85;199.18;0.1623;38.66999999999999;16.23
O106248;C10137;Beauty;APAC;02/06/2024;85.5;44.19;0.0798;41.31;7.9799999999999995
O109878;C11160;Sports;Unknown;02/06/2024;82.26;66.22;0.1421;16.040000000000006;14.21
O111940;C10653;Electronics;APAC;02/06/2024;414.25;365.39;0.141;48.860000000000014;14.099999999999998
O101035;C11633;Beauty;Unknown;02/06/2024;86.25;60.49;0.16;25.759999999999998;16.0
O100818;C11464;Electronics;LATAM;03/06/2024;273.14;305.31;0.3063;-32.170000000000016;30.630000000000003
O103424;C11342;Fashion;APAC;03/06/2024;123.98;95.42;0.2442;28.560000000000002;24.42
O102816;C11482;Electronics;LATAM;03/06/2024;128.24;123.46;0.2128;4.780000000000015;21.279999999999998
O106985;C11883;Home & Kitchen;Unknown;03/06/2024;205.94;163.93;0.0572;42.00999999999999;5.72
O107575;C10281;Electronics;LATAM;03/06/2024;506.81;483.58;0.1416;23.230000000000018;14.16
O107898;C11884;Fashion;Unknown;03/06/2024;38.89;29.31;0.182;9.580000000000002;18.2
O108599;C11513;Beauty;EU;03/06/2024;93.19;64.49;0.1301;28.700000000000003;13.01
O103081;C11805;Electronics;LATAM;03/06/2024;172.79;181.84;0.1985;-9.050000000000011;19.85
O107063;C10036;Electronics;EU;03/06/2024;371.31;467.52;0.3285;-96.20999999999998;32.85
O106773;C11207;Fashion;EU;03/06/2024;190.31;162.99;0.2211;27.319999999999993;22.11
O107668;C10628;Fashion;EU;03/06/2024;142.8;133.93;0.2362;8.870000000000005;23.62
O111858;C10549;Home & Kitchen;EU;03/06/2024;44.53;38.61;0.096;5.920000000000002;9.6
O110292;C10171;Home & Kitchen;EU;03/06/2024;178.35;138.46;0.1467;39.889999999999986;14.67
O102658;C11478;Electronics;Unknown;03/06/2024;283.98;239.36;0.1137;44.620000000000005;11.37
O104168;C11115;Toys;APAC;03/06/2024;75.36;63.93;0.1273;11.43;12.73
O104663;C10828;Home & Kitchen;EU;04/06/2024;227.44;212.32;0.195;15.120000000000005;19.5
O104389;C11315;Toys;APAC;04/06/2024;80.2;46.2;0.1672;34.0;16.72
O107107;C11142;Beauty;EU;04/06/2024;48.86;39.19;0.1447;9.670000000000002;14.469999999999999
O108348;C11571;Sports;EU;04/06/2024;136.16;110.04;0.1903;26.11999999999999;19.03
O106319;C10686;Electronics;Unknown;04/06/2024;476.15;417.52;0.1129;58.629999999999995;11.29
O111287;C10826;Home & Kitchen;LATAM;04/06/2024;246.4;259.22;0.2258;-12.820000000000022;22.58
O103392;C11752;Beauty;APAC;04/06/2024;74.7;47.5;0.1588;27.200000000000003;15.879999999999999
O102930;C10383;Toys;Unknown;04/06/2024;89.44;57.33;0.0098;32.11;0.98
O102172;C12192;Fashion;Unknown;04/06/2024;122.88;106.27;0.2573;16.61;25.729999999999997
O106042;C10771;Electronics;APAC;04/06/2024;327.99;325.71;0.1873;2.2800000000000296;18.73
O105600;C10741;Home & Kitchen;Unknown;04/06/2024;146.02;114.2;0.1587;31.820000000000007;15.870000000000001
O104676;C11222;Fashion;LATAM;04/06/2024;59.02;50.84;0.1936;8.18;19.36
O107840;C11076;Sports;Unknown;04/06/2024;101.99;85.33;0.1874;16.659999999999997;18.740000000000002
O102048;C11652;Electronics;EU;04/06/2024;385.58;464.84;0.3366;-79.25999999999999;33.660000000000004
O111496;C10902;Fashion;EU;04/06/2024;51.25;59.14;0.3353;-7.890000000000001;33.53
O104250;C10920;Toys;LATAM;04/06/2024;114.69;94.95;0.1637;19.739999999999995;16.37
O109085;C12177;Toys;Unknown;05/06/2024;78.16;58.03;0.0833;20.129999999999995;8.33
O102438;C11857;Beauty;APAC;05/06/2024;106.22;67.02;0.1256;39.2;12.559999999999999
O109668;C10387;Home & Kitchen;EU;05/06/2024;220.4;184.94;0.0913;35.46000000000001;9.13
O108033;C10551;Fashion;APAC;05/06/2024;57.15;49.63;0.2369;7.519999999999996;23.69
O105629;C10062;Sports;Unknown;05/06/2024;98.31;61.87;0.1085;36.440000000000005;10.85
O104072;C11834;Sports;EU;05/06/2024;156.15;114.96;0.0965;41.19000000000001;9.65
O103867;C11783;Beauty;EU;05/06/2024;80.66;62.6;0.083;18.059999999999995;8.3
O111202;C10904;Fashion;Unknown;05/06/2024;131.27;97.53;0.2041;33.74000000000001;20.41
O103691;C11378;Fashion;EU;05/06/2024;80.07;89.24;0.3042;-9.170000000000002;30.42
O103305;C10560;Beauty;EU;05/06/2024;75.3;61.06;0.1709;14.239999999999995;17.09
O103871;C10226;Fashion;Unknown;05/06/2024;63.03;48.48;0.2329;14.550000000000004;23.29
O103143;C11249;Home & Kitchen;EU;05/06/2024;160.68;154.03;0.1737;6.650000000000006;17.37
O111612;C11933;Home & Kitchen;LATAM;05/06/2024;265.9;275.46;0.1745;-9.560000000000002;17.45
O107986;C11848;Sports;LATAM;05/06/2024;61.46;45.21;0.1487;16.25;14.87
O107558;C10230;Sports;LATAM;05/06/2024;114.2;78.02;0.0909;36.18000000000001;9.09
O101715;C11932;Home & Kitchen;Unknown;05/06/2024;55.52;53.83;0.0632;1.6900000000000048;6.32
